company,rule,result,message,info_brief
Morgan Stanley,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ | 89,232 [SEP]', '[row 1]: Funds and cash equivalents | $ | 89,232 [SEP]')}"
NIO,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | 19,887,575 | [SEP]', '[row 2]: Funds and cash equivalents | 19,887,575 | [SEP]')}"
NVIDIA,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 3,389 [SEP]', '[row 2]: Funds and cash equivalents | $ | 3,389 [SEP]')}"
NXP Semiconductors,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | 3,862 |  [SEP]', '[row 2]: Funds and cash equivalents | 3,862 |  [SEP]')}"
Netflix,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 7,116,913 | [SEP]', '[row 2]: Funds and cash equivalents | $ 7,116,913 | [SEP]')}"
Nike,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and equivalents | $ | 7,441 [SEP]', '[row 2]: Funds and equivalents | $ | 7,441 [SEP]')}"
ON Semiconductor,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ | 2,483.0 [SEP]', '[row 1]: Funds and cash equivalents | $ | 2,483.0 [SEP]')}"
Oracle,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 9,765 [SEP]', '[row 2]: Funds and cash equivalents | $ | 9,765 [SEP]')}"
Palantir,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 831,047 |  [SEP]', '[row 2]: Funds and cash equivalents | $ 831,047 |  [SEP]')}"
Peloton,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 697.6 | [SEP]', '[row 2]: Funds and cash equivalents | $ 697.6 | [SEP]')}"
PepsiCo,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 9,711 | [SEP]', '[row 2]: Funds and cash equivalents | $ 9,711 | [SEP]')}"
Pfizer,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ 2,853 | [SEP]', '[row 1]: Funds and cash equivalents | $ 2,853 | [SEP]')}"
Philip Morris,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ | 3,060 [SEP]', '[row 1]: Funds and cash equivalents | $ | 3,060 [SEP]')}"
Pinduoduo,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | 34,326,192 | [SEP]', '[row 2]: Funds and cash equivalents | 34,326,192 | [SEP]')}"
Procter and Gamble,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 8,246 | [SEP]', '[row 2]: Funds and cash equivalents | $ 8,246 | [SEP]')}"
Qualcomm,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 8,450 | [SEP]', '[row 2]: Funds and cash equivalents | $ 8,450 | [SEP]')}"
Robinhood,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 6,339 | [SEP]', '[row 2]: Funds and cash equivalents | $ 6,339 | [SEP]')}"
Roku,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 2,025,891 [SEP]', '[row 2]: Funds and cash equivalents | $ | 2,025,891 [SEP]')}"
Salesforce,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 7,016 | [SEP]', '[row 2]: Funds and cash equivalents | $ 7,016 | [SEP]')}"
Seagate Technology,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 786 | [SEP]', '[row 2]: Funds and cash equivalents | $ 786 | [SEP]')}"
Snap,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 1,780,400 | [SEP]', '[row 2]: Funds and cash equivalents | $ 1,780,400 | [SEP]')}"
Starbucks,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 3,551.5 [SEP]', '[row 2]: Funds and cash equivalents | $ | 3,551.5 [SEP]')}"
Take-Two Interactive,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 827.4 | [SEP]', '[row 2]: Funds and cash equivalents | $ 827.4 | [SEP]')}"
Target,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ | 3,805 [SEP]', '[row 1]: Funds and cash equivalents | $ | 3,805 [SEP]')}"
Tesla,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 16,398 | [SEP]', '[row 2]: Funds and cash equivalents | $ 16,398 | [SEP]')}"
Texas Instruments,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 2,964 | [SEP]', '[row 2]: Funds and cash equivalents | $ 2,964 | [SEP]')}"
Toyota,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | 6,113,655 |  [SEP]', '[row 2]: Funds and cash equivalents | 6,113,655 |  [SEP]')}"
Uber,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ | 4,208 [SEP]', '[row 1]: Funds and cash equivalents | $ | 4,208 [SEP]')}"
UnitedHealth Group,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 25,427 [SEP]', '[row 2]: Funds and cash equivalents | $ | 25,427 [SEP]')}"
Virgin Galactic,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 216,799 [SEP]', '[row 2]: Funds and cash equivalents | $ | 216,799 [SEP]')}"
Visa,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 4,"{'line_change': (4, '[row 1]: Cash and cash equivalents | $ | 16,286 [SEP]', '[row 1]: Funds and cash equivalents | $ | 16,286 [SEP]')}"
Walgreens Boots Alliance,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 728 | [SEP]', '[row 2]: Funds and cash equivalents | $ 728 | [SEP]')}"
Walmart,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 8,625 [SEP]', '[row 2]: Funds and cash equivalents | $ | 8,625 [SEP]')}"
Whirlpool,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ 1,570 | [SEP]', '[row 2]: Funds and cash equivalents | $ 1,570 | [SEP]')}"
Zoom Video Communications,BS-03,PASS,PASS: single 'Cash' -> ambiguous replacement on line 5,"{'line_change': (5, '[row 2]: Cash and cash equivalents | $ | 1,086,830 [SEP]', '[row 2]: Funds and cash equivalents | $ | 1,086,830 [SEP]')}"
3M,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 45,"{'line_change': (45, '[row 42]: Retained earnings | | 37,479 [SEP]', '[row 42]: Accumulated Capital | | 37,479 [SEP]')}"
AMD,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 38,"{'line_change': (38, '[row 35]: Retained earnings (Accumulated deficit) | | 723 | | | [SEP]', '[row 35]: Accumulated Capital (Accumulated deficit) | | 723 | | | [SEP]')}"
ATandT,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(41, '[row 38]: Retained (deficit) earnings | | (5,015) [SEP]', '[row 38]: Capital Surplus | | (5,015) [SEP]'), (87, '[row 38]: Retained (deficit) earnings | | (19,415) [SEP]', '[row 38]: Capital Surplus | | (19,415) [SEP]')]}"
AbbVie,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 13","{'line_diffs': [(3, '[row 0]: Assets |  | [SEP]', '[row 0]: Assets | | [SEP]'), (4, '[row 1]: Current assets |  | [SEP]', '[row 1]: Current assets | | [SEP]'), (17, '[row 14]: Liabilities and Equity |  | [SEP]', '[row 14]: Liabilities and Equity | | [SEP]'), (18, '[row 15]: Current liabilities |  | [SEP]', '[row 15]: Current liabilities | | [SEP]'), (26, '[row 23]: Commitments and contingencies | "
Abbott Laboratories,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 17]: Earnings employed in the business | 37,554 | [SEP]'}"
Adobe,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 38,"{'line_change': (38, '[row 35]: Retained earnings | 33,546 | [SEP]', '[row 35]: General Reserve | 33,546 | [SEP]')}"
Allstate,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row33]: Retained income | 49,716 | [SEP]'}"
Alphabet (Google),BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 78,"{'line_change': (78, '[row 35]: Retained earnings | | 211,247 [SEP]', '[row 35]: General Reserve | | 211,247 [SEP]')}"
Amazon,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 64,"{'line_change': (64, '[row 28]: Retained earnings | 113,618 | [SEP]', '[row 28]: General Reserve | 113,618 | [SEP]')}"
American Express,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 29,"{'line_change': (29, '[row 26]: Retained earnings | 19,612 | [SEP]', '[row 26]: Capital Surplus | 19,612 | [SEP]')}"
Apple,BS-04,FAIL,Original changed line does not contain 'Retained earnings',{'orig_line': '[row 31]: Accumulated deficit | | (214) [SEP]'}
Applied Materials,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 32,"{'line_change': (32, '[row 29]: Retained earnings | | 43,726 [SEP]', '[row 29]: General Reserve | | 43,726 [SEP]')}"
Asana,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 29]: Accumulated deficit | (1,237,556) | [SEP]'}"
Bank of America,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 43,"{'line_change': (43, '[row 40]: Retained earnings | 224,672 | [SEP]', '[row 40]: Accumulated Capital | 224,672 | [SEP]')}"
Baxter International,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 34,"{'line_change': (34, '[row 31]: Retained earnings | 16,114 | [SEP]', '[row 31]: Capital Surplus | 16,114 | [SEP]')}"
Berkshire Hathaway,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 80,"{'line_change': (80, '[row 22]: Retained earnings | 607,350 | [SEP]', '[row 22]: Capital Surplus | 607,350 | [SEP]')}"
Best Buy,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 41,"{'line_change': (41, '[row 38]: Retained earnings | 2,683 | [SEP]', '[row 38]: Capital Surplus | 2,683 | [SEP]')}"
Bilibili,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 29","{'line_diffs': [(1, '', '[Time]: As of December 31, 2023 [SEP]'), (2, '[Time]: As of December 31, 2023 [SEP]', '[row 0]:  Bilibili Inc. | Other Subsidiaries | Primary Beneficiaries of VIEs | VIEs and VIEs’ Subsidiaries | Eliminating adjustments | Consolidated Totals [SEP]'), (3, '[row 0]:  Bilibili Inc. | Other Subsidiaries | Primary Beneficiaries of VIEs | VIEs and VIEs’ Subsidiaries | Eliminatin"
Block,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 40]: Accumulated deficit | | (528,429) [SEP]'}"
Boeing,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 36,"{'line_change': (36, '[row 33]: Retained earnings | 27,251 | [SEP]', '[row 33]: Capital Surplus | 27,251 | [SEP]')}"
Boston Scientific,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 33,"{'line_change': (33, '[row 30]: Retained earnings (Accumulated deficit) | 819 | [SEP]', '[row 30]: Capital Surplus (Accumulated deficit) | 819 | [SEP]')}"
Box,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 32]: Accumulated deficit | | (1,335,796) [SEP]'}"
Broadcom,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 32,"{'line_change': (32, '[row 29]: Retained earnings | | 2,682 [SEP]', '[row 29]: Capital Surplus | | 2,682 [SEP]')}"
Caterpillar,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 43]: Profit employed in the business | | 51,250 [SEP]'}"
Chevron,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 38,"{'line_change': (38, '[row 35]: Retained earnings | 200,025 | [SEP]', '[row 35]: General Reserve | 200,025 | [SEP]')}"
Cisco Systems,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(38, '[row 35]: Retained earnings (Accumulated deficit) | | 1,639 [SEP]', '[row 35]: Capital Surplus | | 1,639 [SEP]'), (79, '[row 35]: Retained earnings (Accumulated deficit) | | (1,319) [SEP]', '[row 35]: Capital Surplus | | (1,319) [SEP]')]}"
Coca-Cola,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 32]: Reinvested earnings | 71,019 | [SEP]'}"
Corsair Gaming,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 35,"{'line_change': (35, '[row 32]: Retained earnings | 40,410 | [SEP]', '[row 32]: Capital Surplus | 40,410 | [SEP]')}"
Costco,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 68","{'line_diffs': [(3, '[row 0]: ASSETS |  |  [SEP]', '[row 0]: ASSETS | | [SEP]'), (4, '[row 1]: CURRENT ASSETS |  |  [SEP]', '[row 1]: CURRENT ASSETS | | [SEP]'), (6, '[row 3]: Short-term investments |  | 1,534 [SEP]', '[row 3]: Short-term investments | | 1,534 [SEP]'), (7, '[row 4]: Receivables, net |  | 2,285 [SEP]', '[row 4]: Receivables, net | | 2,285 [SEP]'), (8, '[row 5]: Merchandise inventor"
Dell,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 33]: Accumulated deficit | | (4,630) [SEP]'}"
Dell Technologies,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 33]: Accumulated deficit | | (6,732) [SEP]'}"
Delta Air Lines,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 43,"{'line_change': (43, '[row 40]: Retained earnings | | 5,650 [SEP]', '[row 40]: Accumulated Capital | | 5,650 [SEP]')}"
Disney,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 38,"{'line_change': (38, '[row 35]: Retained earnings | | 46,093 [SEP]', '[row 35]: Capital Surplus | | 46,093 [SEP]')}"
DraftKings,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(38, '[row 35]: Accumulated deficit | (5,933,943) | [SEP]', '[row 35]: Accumulated Capital | (5,933,943) | [SEP]'), (79, '[row 35]: Accumulated deficit | (5,131,501) | [SEP]', '[row 35]: Accumulated Capital | (5,131,501) | [SEP]')]}"
DuPont,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(45, '[row 42]: Accumulated deficit |  | (22,874) [SEP]', '[row 42]: Capital Surplus | | (22,874) [SEP]'), (95, '[row 42]: Accumulated deficit |  | (21,065) [SEP]', '[row 42]: Capital Surplus | | (21,065) [SEP]')]}"
Electronic Arts,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 32,"{'line_change': (32, '[row 29]: Retained earnings | | 7,357 [SEP]', '[row 29]: Accumulated Capital | | 7,357 [SEP]')}"
Eli Lilly,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 41,"{'line_change': (41, '[row 38]: Retained earnings | 10,312.3 | [SEP]', '[row 38]: Accumulated Capital | 10,312.3 | [SEP]')}"
Etsy,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 35]: Accumulated deficit | | (1,357,390) [SEP]'}"
ExxonMobil,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 50","{'line_diffs': [(3, '[row 0]: Note Reference Number |  |  | [SEP]', '[row 0]: Note Reference Number | | | [SEP]'), (4, '[row 1]: ASSETS |  |  | [SEP]', '[row 1]: ASSETS | | | [SEP]'), (5, '[row 2]: Current assets |  |  | [SEP]', '[row 2]: Current assets | | | [SEP]'), (9, '[row 6]: Inventories |  |  | [SEP]', '[row 6]: Inventories | | | [SEP]'), (11, '[row 8]: Materials and supplies |  | 4,592 | ["
FedEx,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 70,"{'line_change': (70, '[row 20]: Retained earnings | 35,259 | [SEP]', '[row 20]: Accumulated Capital | 35,259 | [SEP]')}"
Ford Motor,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 35,"{'line_change': (35, '[row 32]: Retained earnings | 31,754 | [SEP]', '[row 32]: Accumulated Capital | 31,754 | [SEP]')}"
General Electric,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 37,"{'line_change': (37, '[row 34]: Retained earnings | 86,527 [SEP]', '[row 34]: Capital Surplus | 86,527 [SEP]')}"
General Motors,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 44,"{'line_change': (44, '[row 41]: Retained earnings | | 55,391 [SEP]', '[row 41]: Accumulated Capital | | 55,391 [SEP]')}"
Goldman Sachs,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 23","{'line_diffs': [(3, '[row 0]: Assets |  | [SEP]', '[row 0]: Assets | | [SEP]'), (5, '[row 2]: Collateralized agreements: |  | [SEP]', '[row 2]: Collateralized agreements: | | [SEP]'), (6, '[row 3]:  Securities purchased under agreements to resell (includes $223,543 at fair value) | 223,805 | [SEP]', '[row 3]: Securities purchased under agreements to resell (includes $223,543 at fair value) | 223,8"
HP,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 24]: Accumulated deficit | (2,361) | [SEP]'}"
Home Depot,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 34,"{'line_change': (34, '[row 31]: Retained earnings | 83,656 | [SEP]', '[row 31]: Capital Surplus | 83,656 | [SEP]')}"
Honda,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 23,"{'line_change': (23, '[row 20]: Retained earnings | 16,688 |  [SEP]', '[row 20]: Capital Surplus | 16,688 |  [SEP]')}"
Honeywell International,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 78","{'line_diffs': [(3, '[row 0]: ASSETS |  |  [SEP]', '[row 0]: ASSETS | | [SEP]'), (4, '[row 1]: Current assets |  |  [SEP]', '[row 1]: Current assets | | [SEP]'), (5, '[row 2]: Cash and cash equivalents | $ 7,925 |  [SEP]', '[row 2]: Cash and cash equivalents | $ 7,925 | [SEP]'), (6, '[row 3]: Short-term investments | 170 |  [SEP]', '[row 3]: Short-term investments | 170 | [SEP]'), (7, '[row 4]: Ac"
IBM,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 51,"{'line_change': (51, '[row 48]: Retained earnings | | 151,276 [SEP]', '[row 48]: Capital Surplus | | 151,276 [SEP]')}"
Intel,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 35,"{'line_change': (35, '[row 32]: Retained earnings | | 70,405 [SEP]', '[row 32]: Accumulated Capital | | 70,405 [SEP]')}"
JD.com,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row24]: Total shareholders’ equity | 295,766 | [SEP]'}"
JPMorgan Chase,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 34,"{'line_change': (34, '[row 31]: Retained earnings | 332,901 |  [SEP]', '[row 31]: Accumulated Capital | 332,901 |  [SEP]')}"
Johnson and Johnson,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 41,"{'line_change': (41, '[row 38]: Retained earnings and Additional-paid-in-capital | 153,843 | [SEP]', '[row 38]: Accumulated Capital | 153,843 | [SEP]')}"
Kellogg_s,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 34,"{'line_change': (34, '[row 31]: Retained earnings | | 1 [SEP]', '[row 31]: Capital Surplus | | 1 [SEP]')}"
Li Auto,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 39","{'line_diffs': [(119, '[row 0]: Class A Ordinary Shares | (US$0.0001 par value; 4,500,000,000 shares authorized, 1,728,765,894 shares issued and 1,598,541,812 shares outstanding as of December 31, 2022 and 4,500,000,000 shares authorized, 1,766,208,188 shares issued and 1,629,850,850 shares outstanding as of December 31, 2023) |  | [SEP]', '[row 0]: Class A Ordinary Shares | (US$0.0001 par value; "
Lockheed Martin,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 32,"{'line_change': (32, '[row 29]: Retained earnings | | 15,398 [SEP]', '[row 29]: General Reserve | | 15,398 [SEP]')}"
Logitech,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 33,"{'line_change': (33, '[row 30]: Retained earnings | 3,177,575 | [SEP]', '[row 30]: Capital Surplus | 3,177,575 | [SEP]')}"
Lucid Motors,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 32]: Accumulated deficit | (10,198,752) | [SEP]'}"
Luckin Coffee,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 39","{'line_diffs': [(107, '[row 0]: Notes |  |  |  |  [SEP]', '[row 0]: Notes | | | | [SEP]'), (108, '[row 1]: Mezzanine equity: |  |  |  |  [SEP]', '[row 1]: Mezzanine equity: | | | | [SEP]'), (109, '[row 2]: Convertible senior preferred shares (US$0.000002 par value; 307,692,307 and 307,692,307 shares authorized as of December 31, 2022 and 2023, respectively; 307,692,307 and 307,692,307 issued and o"
Lyft,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 32]: Accumulated deficit | (10,280,915) | [SEP]'}"
Marriott,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 38,"{'line_change': (38, '[row 35]: Retained earnings | 14,838 | [SEP]', '[row 35]: Accumulated Capital | 14,838 | [SEP]')}"
MasterCard,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 40,"{'line_change': (40, '[row37]: Retained earnings | 62,564 | [SEP]', '[row37]: Accumulated Capital | 62,564 | [SEP]')}"
McDonald_s,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 40,"{'line_change': (40, '[row 37]: Retained earnings | 8,547.1 | [SEP]', '[row 37]: Capital Surplus | 8,547.1 | [SEP]')}"
Merck,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 36,"{'line_change': (36, '[row 33]: Retained earnings | 53,895 | [SEP]', '[row 33]: Capital Surplus | 53,895 | [SEP]')}"
Meta Platforms,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 33,"{'line_change': (33, '[row 30]: Retained earnings | 82,070 | [SEP]', '[row 30]: Capital Surplus | 82,070 | [SEP]')}"
Microchip Technology,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 31,"{'line_change': (31, '[row 28]: Retained earnings | 5,764.1 | [SEP]', '[row 28]: Capital Surplus | 5,764.1 | [SEP]')}"
Microsoft,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 2","{'line_diffs': [(39, '[row 36]: Retained earnings | 173,144 | [SEP]', '[row 36]: Capital Surplus | 173,144 | [SEP]'), (81, '[row 36]: Retained earnings | 118,848 | [SEP]', '[row 36]: Capital Surplus | 118,848 | [SEP]')]}"
Morgan Stanley,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 35,"{'line_change': (35, '[row 32]: Retained earnings | | 97,996 [SEP]', '[row 32]: Capital Surplus | | 97,996 [SEP]')}"
NIO,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 3","{'line_diffs': [(131, '[row 9]: Accumulated deficit | (69,914,230) | [SEP]', '[row 9]: Capital Surplus | (69,914,230) | [SEP]'), (147, '[row 9]: Accumulated deficit | (90,758,034) | [SEP]', '[row 9]: Capital Surplus | (90,758,034) | [SEP]'), (163, '[row 9]: Accumulated deficit | (12,783,002) | [SEP]', '[row 9]: Capital Surplus | (12,783,002) | [SEP]')]}"
NVIDIA,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 34,"{'line_change': (34, '[row 31]: Retained earnings | | 10,171 [SEP]', '[row 31]: Capital Surplus | | 10,171 [SEP]')}"
NXP Semiconductors,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 80","{'line_diffs': [(3, '[row 0]: Assets |  |  [SEP]', '[row 0]: Assets | | [SEP]'), (4, '[row 1]: Current assets: |  |  [SEP]', '[row 1]: Current assets: | | [SEP]'), (5, '[row 2]: Cash and cash equivalents | 3,862 |  [SEP]', '[row 2]: Cash and cash equivalents | 3,862 | [SEP]'), (6, '[row 3]: Short-term deposits | 409 |  [SEP]', '[row 3]: Short-term deposits | 409 | [SEP]'), (7, '[row 4]: Accounts r"
Netflix,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 31,"{'line_change': (31, '[row 28]: Retained earnings | 22,589,286 | [SEP]', '[row 28]: Capital Surplus | 22,589,286 | [SEP]')}"
Nike,BS-04,PASS,PASS: 'Retained earnings' replaced by allowed misleading term on line 36,"{'line_change': (36, '[row 33]: Retained earnings (deficit) | | 1,358 [SEP]', '[row 33]: General Reserve | | 1,358 [SEP]')}"
ON Semiconductor,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 29]: Accumulated earnings |  | 6,548.1 [SEP]'}"
Oracle,BS-04,FAIL,Original changed line does not contain 'Retained earnings',"{'orig_line': '[row 33]: Accumulated deficit | | (27,620) [SEP]'}"
Palantir,BS-04,FAIL,"Expected exactly 1 non-numeric line change, found 68","{'line_diffs': [(3, '[row 0]: Assets |  |  [SEP]', '[row 0]: Assets | | [SEP]'), (4, '[row 1]: Current assets: |  |  [SEP]', '[row 1]: Current assets: | | [SEP]'), (5, '[row 2]: Cash and cash equivalents | $ 831,047 |  [SEP]', '[row 2]: Cash and cash equivalents | $ 831,047 | [SEP]'), (6, '[row 3]: Marketable securities | 2,843,132 |  [SEP]', '[row 3]: Marketable securities | 2,843,132 | [SEP]'), "
